Movie,Genre,Review
Shutter Island,Mystery Thriller,"I know there is already a spoiler warning up top but I am going to warn you again. Don't read this because I am going to give everything away.I had this movie all wrong I will admit at the start I didn't get it and I was angry but after having a chat with my friend who went with me we both gasped when we realised what happened. The twist wasn't that he was the inpatient (seriously I think everyone saw that coming from a mile away!) the twist was the intervention actually worked. He was cured, he deliberately made it look like he relapsed because he did not want to live with the memory of what happened to his family. He blamed himself for ignoring that his wife was clearly unstable. The line ""would you rather die as a good man or live as a monster"" Depicted he wanted to die as a good man (lobotomized) then live with the memory of what happened. Also the symbolism of fire and water tells you when he is hallucinating (fire) and when he is lucid (water trickling through.) The delusion he concocts to save himself from accepting the truth is that his wife died in a fire. All the people he talks to surrounded by fire is a hallucination – the woman in the cave, the patient in the cell, the scarred faced man who he thinks killed his wife, the car blowing up – all a delusion. The water symbolizes reality trying to break through. He is afraid of water – ( and rightly so!His kids were drowned, they all died in front of the lake.) Also at the start he says he gets 'sea sick' – he is mortally afraid of water. He has to swim to get to the lighthouse.To truly get the best affect of this movie you have to see it more than once. (I have only seen this once but I promise you I will see it again)I think John Anderson from the Wall Street Journal got it right when he says the film - ""requires multiple viewings to be fully realized as a work of art. Its process is more important than its story, its structure more important than the almost perfunctory plot twists it perpetrates. It's a thriller, a crime story and a tortured psychological parable about collective guilt."""
Shutter Island,Mystery Thriller,"Shutter Island is the story of Teddy Daniels, A U.S. federal marshal sent to the island with his partner Chuck Aule to search for the disappearance of a patient. Each scene provides a turn against their leads and compels them to look for more whilst searching in places we couldn't comprehend, including their minds. Leonardo DiCaprio and Mark Ruffalo feed off each other and supply great performances for their characters as expected, but some of the other characters whose names are riveted on the posters or marquees are sensational as well. The two that stuck out to me most were Ben Kingsley (Dr. Cawley) and Michelle Williams (Dolores, Teddy's wife), each of whom brought so much dramatics and new questions to the movie, developing plot twists and controversy. I don't think this film would be the same without them.This is also a film I would recommend seeing a second time. In fact, it is even better the second time. All those pieces of that puzzle you didn't catch the first time, you will the second. You see, we as the audience are first put in the shoes of Teddy. The second? Well, without giving too much away, lets just say you are put in someones else's shoes entirely during the second viewing. Shutter Island. A film that will make you question your own sanity. A film that will leave you breathless. A film that has re-ignited the thriller genre. A film that will leave you, and the main character, searching for answers."
Shutter Island,Mystery Thriller,"Shutter Island. A film that will divide the film community. A film that will leave many upset, and hating it. A film that has already completely split the critics. A movie that messes with you. And no one likes to be messed with. And that is exactly where it exceeds. Think I'm contradicting myself? Shutter Island is one of the most well crafted psychological thrillers to come by since Silence Of The Lambs. And it is no coincidence both were brilliantly written novels. Shutter Island is adapted by a book written by Dennis Lehane (wrote gone baby, gone and mystic river). It is a book filled with twists and turns, that will leave the reader dizzy. And, that is what it's film counterpart does to the fullest. Martin Scorsese helms the director chair, in a movie where he is more free than any before. This is Scorsese at his most unrestrained. Marty takes what he has learned from the great films of the past and puts it into his. The master of suspense Alfred Hitchcock's influence is everywhere you look in this film. And it is no wonder, considering Scorsese even showed one of his greatest works to the crew: Vertigo. And many of those ideas are present in Shutter Island; the cliff scenes scream Hitchcock. This is a film that creeps and crawls, and is filled with dark corners. And it is all heightened by the coming storm that looms over the island. This is classic film noir. The story follows Teddy, a federal Marshall, and his partner Chuck (Played by DiCaprio and Ruffulo). They go to this mysterious island enveloped in fog to investigate an escape. From these opening scenes, Marty has set up a dark and creepy premise. Almost the whole movie incorporates this story as Teddy desperately tries to find the truths he seeks. Teddy is shown as a scared man; a man of war and violence as portrayed in various flashbacks. These will go on to be increasingly important as the story progresses. We follow Teddy on his quest, through every dark corridor and perilous confrontations. Slowly, we are given pieces to the puzzle, but the audience does not even realize it. For we, like Teddy, are blind. For the moment at least. It is because of this that the thrilling conclusion will leave many blindsided. But, you see, that is where this thriller becomes something more. We as the audience are put in Teddy's shoes, and we feel all the things he feels. It is a complete assault on the senses, and it works beautifully. This is a film you must watch carefully. That is another thing that sets this apart, it is a horror film that makes you actually think. In this day and age, I'm not surprised some found it terrible esp. after their brains have been turned to mush by these new gore filled horror films. Scorsese's ultimate goal here is to wake you up. And trust me, you probably wont like it. This is also a film I would recommend seeing a second time. In fact, it is even better the second time. All those pieces of that puzzle you didn't catch the first time, you will the second. You see, we as the audience are first put in the shoes of Teddy. The second? Well, without giving too much away, lets just say you are put in someones else's shoes entirely during the second viewing. Shutter Island. A film that will make you question your own sanity. A film that will leave you breathless. A film that has re-ignited the thriller genre. A film that will leave you, and the main character, searching for answers. 10 out of 10 -CLS"
Shutter Island,Mystery Thriller,"It is one of the best movies made by director Martin Scorsese. It is perhaps the best movie starring Leonardo DiCaprio. Honestly speaking, it is one of the greatest films of the decade. DiCaprio featured in two movies in 2010, the other one being ""Inception"". Both were excellent. To this day, they are some of the best cinematic experience I have ever had. That being said, I found ""Shutter Island"" to be much more superior, as ""Inception"" feels a little bit of a mumbo jumbo many times.Good.
""Shutter Island"" is simply a masterpiece. The beginning of the movie suggests a very basic plot of a detective story, possibly a thriller. As the movie progresses, the plot becomes bigger and bigger with more and more complexity added to it. The way this happens is incredible. The pacing is really good. That is what makes the movie so interesting. And, even though the movie gets more complex, it is not difficult to keep up with the major plot points. And, the final twist is one of the best plot twists I have ever seen. I did not expect it at all. And, like the main character portrayed by DiCaprio, we are not ready to believe what is being told until a lot of reveals finally convince us. There are a lot of many things that might seem to be pointless before the final twist which are totally relevant with the story that is actually being told. The character of Edward Daniels is superbly written. We get to know where the character is coming from and we can get behind the character - yet another excellent thing about this movie. There are some dream sequences that seems like a filler, but is a major indication to the reveal. There are quite many ""illusions"" which feel very real, but carry no real meaning in the end. There are many additional things which may seem like a diversion from the story being told, but are actually enhancing it. Some dialogues between the main character and an imprisoned character get a very different interpretation after it's all set and done. So much of a complex story, yet no giant inconsistencies at all. It's just superbly written and directed and acted. It's totally different from ""Memento"" (2000) but still, has a lot of similarities. We get into the main character's head and we just get his interpretations, different types though. Towards the end, we don't want to step fully outside his head, but when we finally do, it's mind blowing. The ending moments were conceived by many to be confusing. But, if you keep up with the entire story, it's meaning is quite obvious. The movie is dark and psychologically engrossing. Yet it does have a short lived and very brief happy moment with the tiny plotline involving Dr. Cawley's motives. That's all I can say without getting into complete spoilers. Leonardo DiCaprio, Mark Ruffalo and Ben Kingsly have given some of the great performances till date. I don't have anything that bugged me. So no mixed or bad aspects of the film.Conclusion.
On the whole, for me, it's the movie of the decade. The decade is almost over, and still I have not got any movie in the league of ""Shutter Island"". It's a very engaging and thrilling movie. It's one of those films I consider to be an all time great.Rating.
Score : absolute 10/10
Grade : A+"
V for Vendetta,Action Drama Sci-Fi,I watch this film every 5th of November without fail.
V for Vendetta,Action Drama Sci-Fi,"I was a fan of the ""V for Vendetta"" graphic novel, and Alan Moore disinheriting the film was a bit discouraging. But he's always been a little crazy. The film version is everything I could have possibly hoped for - gripping, chilling, intense, exciting, heartbreaking. It gets Moore's music if not his exact words; elements are slightly different, subplots removed. But the idea - as V himself would be so proud to say - remains the same.The plot is surprisingly complex and nuanced, and I don't want to give anything more away than the previews already have. Suffice it to say that a masked anarchist (voiced by Hugo Weaving) must save a young woman (Natalie Portman) during his attempt to expose corruption in the government. Weaving is perfectly cast, using his formidable physicality and imposing voice to give gravitas to the insanity of the character. Portman has gone from child to teen star and is finally emerging as a talented, adult actress following her Oscar-nominated turn in ""Closer"". Here, she gives her best performance to date as the orphan Evey. John Hurt is characteristically impressive as the enigmatic government leader, and Stephen Rea gives a wonderful supporting turn as the police inspector charged with finding V - before it's too late.The Wachowski Brothers' former protégé, James McTiegue, takes on the directing duties here and helms an enormously impressive first feature, using every trick in the book in a manner reminiscent of his mentors' breakout hit ""The Matrix"". Unlike ""The Matrix"", McTiegue allows the story to be more of a focus than the action, and as a result the film is a tense and emotional thriller, with outbursts of spectacularly filmed and choreographed action. Showing more maturity and restraint than the Wachowskis, McTiegue doesn't show off, and his trickery isn't self conscious. When slow-motion overtakes a late action sequence, it seems as natural as breathing. The late cinematographer Adrian Biddle (the film is dedicated to his memory) does an outstanding job, Oscar-nominated Dario Marianelli's score is a fantastic accompaniment to the piece, and the visual effects are astonishing, terrifying, and deeply moving, especially in the climatic moments in Trafalgar Square.With solid acting, great action, and fantastic technical wizardry, it sounds just like another ""Matrix""-style ripoff. But the biggest difference in ""V"" is that it is a story of real ideas - not a fantastic, science fiction creation, but a genuine examination of the human condition. The power of fear takes center stage here - the fear of war, of disease, of famine. Fear is a basic human nature, and has been exploited as a weapon - a method of control - for centuries. And for those who would use it, a masked man waits in the shadows to carry out your sentence. The verdict? Vengeance. ""V for Vendetta"" is a must-see.10/10"
V for Vendetta,Action Drama Sci-Fi,"Placed in futuristic Britain, this movie tells a story about dictatorship and the man who became symbol of it's downfall. People from many, not to say majority, countries in today's world can easily identify with the characters. Great adaptation of DC comic and always gladly seen Natalie Portman.8/10"
V for Vendetta,Action Drama Sci-Fi,"I am speechless. I just came back from the theatre, where I watched 'V for Vendetta'. There are three main elements in the movie and it excels on all three of them.First off the dialogues and script. Intense, witty, honest but not patronising, intelligent but not pretentious. That's the first level at which the movie surprises you. You don't except such high level of script from an action movie. But it is slowly revealed to the audience that V for Vendetta is not just an action movie. The story is filled with current events and has a definite strong political sense.Secondly Hugo Weaving's performance. It is definitely what grabs you from the start. He delivers some of the hardest lines with incredible charisma. His performance shines throughout the movie and honestly he sounds as good as any of the best actors out there. He should be nominated for an academy award.Finally the visual part. Incredible, yet no ""Matrix"" effects used. Everything looks beautiful, dark yet vibrant. The cinematography is top notch. The final battle scene brought tears to my eyes.Do not miss 'V for Vendetta'. It's one of the best movies of all time, an eternal classic.10/10"
L.A. Confidential,Crime Drama Mystery,"L.A. Confidential is, without a doubt, the best film of the 1990s, and quite possibly one of the best films ever made.As with any great film, it all starts with the writing.  The story is riveting, the dialogue is smart and quite funny, and the characters are written in three dimensions.The acting is phenomenal.  Perhaps a bigger tragedy than L.A. Confidential's loss to Titanic in the Best Picture race is that none of the three lead actors even garnered nominations.  Russell Crowe, Guy Pearce, and Kevin Spacey are absolutely phenomenal; it is their characters that drive this fascinating story about police corruption in 1950s Los Angeles.  We get to know these people, to understand who they are and why they do what they do, and to root for them to overcome their imperfections.The directing is fantastic.  Curtis Hanson doesn't shove anything in the audience's face; instead, he allows the audience to discover the film's nuances on their own.  (That makes this an excellent film for repeat viewings, you truly catch something new every time).  1950s Los Angeles is reproduced beautifully.  The editing is quick and seamless, the music is perfect for the film (Hanson should teach other directors how to do a montage effectively), and the cinematography is great.I can't find a negative thing to say about this film.  It's truly a masterpiece."
L.A. Confidential,Crime Drama Mystery,"Six years ago, a director by the name of Curtis Hansen came out with a small time film named L.A. Confidential. Though the movie garnered several big nominations at the 1997 Academy Awards, the nation had been swept up by the gigantic and romantic blockbuster, Titanic, thus shrinking the chances of this brilliant movie from garnering any real awards. 1997 completely screwed this phenomenal film, in which three brilliant actors gave the performances of their careers.Russell Crowe plays Detective Bud White, a tough L.A. cop who bends the rules in order to bring justice to the city. He is ruthless, and unforgiving of anyone, which brings him into direct conflict with Detective Lieutenant Ed Exley, played by Guy Pearce. Russell Crowe became with this role a full pledged character actor,: the cop with a steel physique, and a vulnerable heart. He becomes so believable and real to the audience, you can not help but sympathize for his character under the circumstances.  From this role, Crowe went on to garner three best actor nominations, winning for his role in Gladiator.Guy Pearce, the little known Australian body builder, became the character known as Ed Exley, a straight, uptight detective trying to live up to the legend his father created before him. Exley has so much to prove to the LAPD, trying to show them that he is just as good, maybe even better, than his father. He plays the politics in a corrupted police department very well, and is able to use these skills in solving the corrupt and mysterious case of the Night Owl murders. This film officially put Guy Pearce in the big leagues of film, making his next appearances in Memento and The Count of Monte Cristo. He is a severely underrated actor who deserves better than what he has been getting.Finally, the ever wonderful Kevin Spacey. Spacey plays Lieutenant Jack Vincenes, a cop who gives a popular LA police show, Badge of Honor, real solved cases in return for money. Jack sees his life as an ever going soap opera, until he comes across a case that somehow has a connection to the Night Owl murders. Kevin Spacey has proved time and again his abilities as an actor, and he continues with this performance. Curtis Hansen does a wonderful job bringing this story to the big screen. His talents, although recognized, have not been awarded as of yet. I can only hope that someday, someone will give this amazing director something worthy of his talents. Highly Recommended. MJR"
L.A. Confidential,Crime Drama Mystery,"Give a collection of great actors a great story to work with and you are likely to end up with something rather special. Such is the case with L.A. Confidential. The boldface names jump off the page...Kevin Spacey, Russell Crowe, Kim Basinger, Danny DeVito, James Cromwell and, in his first big-time role, Guy Pearce. And none of these big names are just mailing it in, here to collect a paycheck. They're all on top of their games, undoubtedly helped to no small extent by the wonderfully nuanced and utterly intriguing story.This story takes place in 1950s Los Angeles but this is a side of L.A. most people don't get to see. Behind all the Hollywood glamour L.A. has a seamy side which will be the focus of this tale. At the heart of the movie are three cops who ostensibly are supposed to be working together but who go about the business of dispensing justice in very different ways. Crowe plays aggressive hothead Bud White. Spacey is Jack Vincennes, who takes more pride in his work as an adviser on a popular television cop drama than he does in his actual police work. And Pearce plays Edmund Exley, a young up-and-comer in the department who plays things by the book. As we will soon see Exley is rather unique in an LAPD which believes in doing whatever is necessary to bring the guilty to justice. Even if it means becoming a little guilty themselves.The movie really begins to move forward with a massacre at a coffee shop. It seems a pretty cut and dried case but initial appearances can be deceiving. Soon White, Vincennes and Exley will find themselves caught up in a maze of lies, deception and mystery. It will be a great test for these very different men as it appears they may well need each other's unique talents to solve this puzzle. And quite the elaborate puzzle it is. One important piece is Lynn Bracken, a high class call girl played by Basinger. Tying together many of this complex story's strands is gossip writer Sid Hudgens who is played with appropriate sleaziness by DeVito. And in the background the whole time is the somewhat mysterious Captain Dudley Smith, played by Cromwell. Here is a man who believes in bringing the guilty to justice by any means necessary. That's all well and good if you know who the guilty are but in L.A. Confidential you're never quite sure who to believe. The viewer is guessing right along with the investigators on the screen. And in the end it all comes together and pays off brilliantly.L.A. Confidential is first and foremost a great story, with many fascinating twists and turns along the way. The film also serves as a showcase for some of this generation's finest acting talents. Each of the main characters is wonderfully unique and each of the actors involved does a terrific job in bringing those characters to life. These are complex characters in a complex tale. It's so involved that the acting had to be stellar if this film was going to work and none of the stars disappoint. Terrific storytelling brought to life by a collection of inspired performances makes L.A. Confidential an absolute winner."
L.A. Confidential,Crime Drama Mystery,"""L.A. Confidential"" is brilliant.  The screenplay and direction are second-to-none.  The performances by the ensemble cast are also superb. Kim Basinger stands out the most with her Oscar-winning role.  Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell, David Strathairn, and Danny DeVito all have their moments as well.  The film deals with the seamy side of Los Angeles in the post-World War II 1950s.  Los Angeles is a place of shady dealings and police corruption.  To add to those problems is the creation of the smutty tabloid.  Multi-layered and smart, ""L.A. Confidential"" will be the greatest survivor of the films released in 1997. 5 out of 5 stars."
Eskiya,Crime Drama Thriller,"From the cinematography to the plot, to the fine acting, this film is a great example of the diversity of film-making outside Hollywood. A triumph from beginning to end, this film is pretty difficult to pigeonhole as it has so many elements to it. Is it a thriller, is it a reflection on one man's life, is it a buddy movie, is it a revenge movie? It's all this and more. It's got a great pace about it and the depiction of city and country is nicely juxtaposed in many of it's scenes. It's a while since I've seen this film, but there are so many scenes which have stayed with me. I love this film, but damn it's difficult to find."
Eskiya,Crime Drama Thriller,"The 'rebirth' of Turkish cinema is rejoiced with perhaps one of the finest movies to ever appear in Turkey.  It appears the sudden pause of the Turkish cinema due to the lacking quality against the western movie market has resumed, transforming yesilcam and its unique and familiar style into something that is more recognizable by the 'new generation'.  Movies like Kahbe Bizans, Abuzer Kadayif, Eskiya, and TV series like Ikinci Bahar and Yilan Hikayesi are some of the finest examples of this.  Yet these are far more than simple replications of the western styles, these contain an element of the Turkish culture and people that we are so used to seeing. This is the essence of the brilliance beneath Eskiya.  The way it accurately reflects our troubles and the way we deal with them.Beginning with the first scene, we become aware of the how incredibly well written the script is and the realism and truthfulness beneath the characters.  This realism in fact is drawn to such a scale that at no poin t in the movie, do we feel anger at any character, or identify one as evil; merely the victims of the horrible system in which we live in, and the incidents we read in the papers everyday.  While national problems such as migration, organized crime, and poverty are all central themes to the movie, so are human emotions like betrayal and revenge.  Even the bizarre ending filled with numerous deaths appears very natural.The acting also is quite remarkable.  Sener Sen, being a great actor, portrays Baran superbly, while Ugur Yucel with his unquestionable talent does his part and every other role is cast with incredible thought and consideration.  The climax I thought shows this  the best, Sener Sens monologue on the rooftop scene had tears coming out of my eyes.Overall, it would be very unjust to say that this is the greatest Turkish movie to be ever filmed because, being a kid of the new generation, I would simply be completely blocking out 50+ years of yesilcam.  However with it's great script, the warmth we feel towards the characters, and the amazing performances by the actors,  this is one of the best and it most certainly is a symbol of the rebirth of Turkish cinema.  If you are Turkish and haven't seen or heard about this movie, you probably slept through the last 5 years go see it now! And if you're not Turkish, you should still see it.  I recommend it to anyone."
Eskiya,Crime Drama Thriller,"I found this movie to be one of the best that have ever come out of Turkey. It addresses and reflects on many levels issues and transformations that are currently part of Turkish culture . Sener Sen is strong in his role as an aging ""eskiya"" (a Turkish word for a bandit that would roam the country, making his living off ambush and looting) who returns to his rural home after years of imprisonment only to find his only love taken away to the big city (Istanbul). The story unfolds as an at times romantic, at times funny, at times sad and serious tale which speaks to the multiplicities of modern Turkish life, be it the culture clash (and melding) between city and rural populace, institutional corruption, poverty, and most importantly the identity of a nation that has for almost a century been torn between East and West. The love story driving the whole plot is really only a lighter framework to depict the more important issues in Turkish society that this movie successfully tackles."
Eskiya,Crime Drama Thriller,"this movie has a great storyline.. for the people that doesn't know Turkish movies highly recommended to watch this movie, its a great drama with Sener Sen (one of the best Turkish actor)who's the last bandit from his old gang. He was in prison because of his backstabbing friend, he gets out of jail and start for seeking revenge and starts finding the real reason of the backstabbing. This movie stays one of my favorites and thats why i wont spoil anything, so i highly recommend you guys this movie !! 10 out of 10ReZ"
Heat,Crime Drama Thriller,"Sound like a bold statement? Devotees of classic cops and robbers flicks of old will no doubt take exception, but I believe that Michael Mann achieved some measure of perfection with Heat. To break this three-hour gem of a film down to its core, this is a film about men - strong men - and the supporting role that he women of the film have on them for better or worse. Take Pacino as good cop Vincent Hanna: one of the most intense characterizations of the tragic hero that I have ever witnessed, as he laments the demise of his third marriage to a pill-junkie wife. A fact which he discusses with his archnemesis (De Niro) in what history will regard as one of the most frenetic scenes in the history of film. The dialogue in this scene (at the very end of the first tape, if you own the VHS version) sets up the last half of the film beautifully, as our two rivals come to the joint realization that they have no hand in choosing the paths that will lead them to their ultimate confrontation: their very natures so define their respective actions that any attempt to do otherwise would simply be a waste of time. While I have heard others (who I am ashamed at times to call close friends) say that Heat drags in places, I will concede that there are moments in the film that require more than the cursory attention that they give to the movie they happen to be watching at any given time (I'm sorry not every director is Jerry Bruckheimer), there are poignant developments of character in Heat that many would casually disregard. I am thinking of the interaction between the ex-con who finds conditional employment in a diner with an opportunistic scum of a boss, and whose girlfriend is so proud of him for swallowing his pride and not simply giving the sonofabitch a good pummeling. But there is a catharsis that I felt for that same ex-con when De Niro's character presents him with the opportunity to take just one more score, for old time's sake. Who doesn't feel for this guy - this minor character in a film with big-time heavyweights who gets to shine for a few brief moments. That's what Heat is really: a series of brief moments, some touching, others traumatic, and still others incredibly horrifying in the feelings that they inspire in the romantic who, like me sees not black or white portrayals of protagonist and villain, but a montage of grays that combine to create a vivid spectrum of film characterization that could not be found in hundreds of films combined. One of my five favorite films of all time, Heat is a cinematic banquet of intense imagery and pulse-pounding action. Come hungry."
Heat,Crime Drama Thriller,"One of the most amazing things about Heat is the scale of the film; it is nearly three hours long and packed to bursting with mind-blowing visuals. It seems one of Michael Mann's main priorities was to make a film with a dreamlike feel to it, to portray LA as a dusty oil-painting on which complex characters could play out their lives. One of the main themes is the similarity of the career criminal and the street-wise cop. It is fascinating to find yourself really feeling for DeNiro's tragic bank-robber, a man of philosophical merit who realises he's stuck in a life of crime he doesn't want to lead. Pacino's cop is less easy to sympathise with, but he too leads an in-escapable life of guns and crime. What really stands out is the climax. On the whole, Heat has to be the best cops n' robbers film ever made, indeed, one of the best films. An epic, wonderful, sad, adrenaline-fuelled exercise in scale and grandeur."
Heat,Crime Drama Thriller,"For some reason I cannot stop thinking about this film lately.You know that feeling of having seen it about 3 or 4 times in the last 12 months is not enough? That's what I feel at the moment.I rate it as Mann's best. It's his most kinetic,vibrant(for a film mostly shot in steely blue),agonising,stirring,brash,violent and brilliance in such a simple story. What games did you play as a young kid? Cops and robbers.Good guy.Bad guy.We all know De Niro and Pacino could have been either main part,but can you imagine it any other way round. Pacino doing ice cool calm? De Niro the manic outbursts,arms flailing? It wouldn't work. We know these men now.We know neither will stop at what they do.And yet there is no way either would stop the other.Unless they had too. Which leads us too the characters. All of them.This is an extended family where you feel you know all of them without knowing anything at all. The cops are similar to the robbers and vice-versa. Perhaps Mann is telling us were all the same.Except in what we do.Every speaking part holds substance in this movie, and the support cast is astonishing when you actually read the caliber of who appeared in this film.Tom Sizmore, Val Kilmer,Ashley Judd,Ted Levine,Wes Studi,Hank Azaria,William Fitchner,Henry Rollins,Dennis Haysbert,Tom Noonan. And Natalie Portman, for chrissake! Try getting that cast again.A real 10/10 film. And that Moby song at the end(God moving over the face of waters) gets me every time."
Heat,Crime Drama Thriller,"'Heat,' a film of epic proportions on a common placed scale, provides all the essentials of a great crime drama and then some.  With a fascinating storyline, involving characters, and Mann's sometimes poetic, sometimes gritty directing, 'Heat' is arguably one of the best crime dramas.Perhaps the most unique feature of this movie is its manifold storyline, which focuses primarily on the main characters: Vincent Hanna and Neil McCauley.  Because of this complex storyline, it almost seems as if one is watching two movies, with one about each of the two characters.  While following Hanna's personal life, the movie shows how it is about more than just a cop in pursuit of a criminal.  Hanna's marriage is deteriorating, his step daughter is falling apart, and, as wife Justine says, he lives his life more among the ""remnants of dead people.""  A man of two other failed marriages, Hanna's story is that of the strain of trying to fulfill both his professional and personal, where, every time, the professional wins out. Neil McCauley's story is that of a man who used to know his role: his job. Everything in his life revolved around making the next score (whether it be large or small).  His story chronicles his relationships with the other men in his crew, and his relationship with Eady, his girlfriend who does not know all she should about him.  The tensions build as Mann shows the two opposing strategies of each man as their paths (and thus their stories) draw closer together.  When the two storylines do meet (at different points in the movie), the result is--for lack of a better word--epic.  To say that these two major storylines are the only strong ones of the movie would do injustice to the many others (following Chris and his wife, for example); but to say that they are the driving force of the movie, to say that they are responsible for transforming a typical cops-and-robbers story is the best explanation.In addition, the characters in this movie undoubtedly make it so successful. This cast comes as close as possible to being ensemble with two such huge main characters.  And the cast is one of the best, at that.  DeNiro. Little more needs to be said.  Ever the master, his character, McCauley, can be on the one hand a ruthless robber and cold-hearted killer, on the other a warm friend and tender lover.  And, despite his life of crime, McCauley's human side shows through.  He will not kill unless he must, as seen through his anger at Waingro and bank heist.  His warmer side shows through his relationships with his friends and girlfriend Eady.  Pacino.  Equally without need of praise.  As always, he delivers an intense performance, here as Hanna, a workaholic obsessed with catching his man, while also fighting a losing battle to save his personal relationships.  He may seem just the harsh cop, but he cares about every man under his command, about his stepdaughter, and, yes, even about McCauley.  Through Hanna, Pacino shows just how torn such a man can be.  Hanna demonstrates both coldness and compassion, both anger and sensitivity.  Additionally strong is Val Kilmer, as Chris Shiherlis; with a raging temper, undying devotion, and a fierce will to persevere.  Kilmer does an excellent job with the character of a flawed individual, whose flaws prevent him from lasting contentment, but against which flaws he continually strives.  Ashley Judd is an unforgettable Charlene Shiherlis, who, despite a smaller roll, makes a lasting impression on the film.  Tom Sizemore, as the implacable Michael Cheritto, and Jon Voight, as a gruff Nate, are both likeable (because of their human sides) and despicable (because of their professions).  Each does excellent work. And equally fine are Diane Venora, as Justine, and Natalie Portman, as Justine's daughter Lauren.  As Venora is strong opposite Pacino, so Amy Brenneman, Eady, is an equally strong opposite of DeNiro.  In a cast so full of big names, it is so rewarding to see everyone come together to make the characters each have their own place in the film.And Michael Mann's direction of the movie keeps the film moving while providing a tremendous combination of action and drama.  He moves from scene to scene quickly and effortlessly.  He also switches between the many storylines logically and fluidly, none of the story being lost.  Each scene leaves its own, unmistakable impression, and each scene of each storyline builds upon the previous.  Action scenes are handles crisply but grittily. The gunshots are loud, the blood is abundant, but Mann wisely does not linger on the horror of the moment.  He paints a realistic picture, but keeps to the topic.  The action never becomes more important than the drama. Mann is also responsible for what is perhaps the greatest robbery scene ever.  Here, his more gritty sense of style is what makes this scene so believable.  And, despite the enormous cast, Mann was still able to keep his agenda clear, and orchestrate so much talent into a coherent movie. Michael Mann deserves credit for both his vision and ability to express it.Because of these and other well done aspects, 'Heat' is one of the most powerful crime dramas ever made."
